Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Madden NFL 07,XB,2006,Sports,Electronic Arts,1.02,83.0,8.7
Sonic Generations,3DS,2011,Platform,Sega,1.02,66.0,6.9
Rock Band 2,Wii,2008,Misc,MTV Games,1.02,92.0,7.7
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,1.02,70.0,8.7
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,1.02,80.0,8.2
Wall-E,Wii,2008,Platform,THQ,1.01,51.0,3.6
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,1.01,74.0,8.0
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,1.01,80.0,7.9
The Simpsons Game,Wii,2007,Action,Electronic Arts,1.01,64.0,6.1
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,1.01,81.0,8.0
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,1.01,72.0,7.3
Rayman Legends,PS4,2014,Platform,Ubisoft,1.01,90.0,8.5
Prince of Persia,X360,2008,Action,Ubisoft,1.01,81.0,7.0
ZombiU,WiiU,2012,Action,Ubisoft,1.01,77.0,7.7
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,1.01,76.0,8.0
Ford Racing 2,PS2,2003,Racing,Empire Interactive,1.0,51.0,8.0
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,1.0,67.0,4.5
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,1.0,86.0,8.4
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,1.0,92.0,8.9
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,1.0,72.0,9.3
Rayman Origins,PS3,2011,Platform,Ubisoft,1.0,87.0,8.4
NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.99,79.0,8.5
Just Dance 2014,X360,2013,Misc,Ubisoft,0.99,79.0,7.8
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.99,82.0,6.6
UFC Undisputed 3,X360,2012,Action,THQ,0.99,85.0,7.6
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.99,83.0,8.6
Haze,PS3,2008,Shooter,Ubisoft,0.99,55.0,6.5
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.99,88.0,9.1
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.99,66.0,8.0
DiRT 2,PS3,2009,Racing,Codemasters,0.99,87.0,8.2
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.99,70.0,5.0
Shadow The Hedgehog,GC,2005,Platform,Sega,0.99,51.0,6.6
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.99,70.0,8.2
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.99,78.0,8.1
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.99,75.0,8.3
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.99,89.0,8.4
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.98,79.0,8.7
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.98,80.0,6.8
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.98,75.0,6.2
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.98,77.0,8.2
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.98,91.0,7.9
Mario Party Advance,GBA,2005,Misc,Nintendo,0.98,54.0,5.4
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.98,44.0,6.6
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.98,59.0,5.9
Dead Space 3,X360,2013,Action,Electronic Arts,0.98,78.0,6.4
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.98,82.0,7.5
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.97,82.0,7.6
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.97,87.0,8.3
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.97,93.0,8.9
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.97,81.0,5.3
Fire Emblem,GBA,2003,Strategy,Nintendo,0.97,88.0,9.2
Brutal Legend,X360,2009,Action,Electronic Arts,0.97,82.0,8.0
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.97,75.0,5.9
NHL 2004,PS2,2003,Sports,Electronic Arts,0.97,85.0,7.6
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.97,75.0,7.9
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.97,81.0,8.7
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.97,89.0,5.5
Cars,DS,2006,Racing,THQ,0.97,54.0,2.1
Band Hero,Wii,2009,Misc,Activision,0.97,79.0,6.6
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.97,78.0,5.2
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.97,84.0,9.1
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.97,86.0,9.0
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.96,87.0,9.1
Far Cry 3,PC,2012,Shooter,Ubisoft,0.96,88.0,8.2
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.96,76.0,4.3
Dead Space 3,PS3,2013,Action,Electronic Arts,0.96,76.0,6.4
NHL 2001,PS2,2000,Sports,Electronic Arts,0.96,85.0,8.1
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0.96,65.0,7.5
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.96,77.0,7.5
de Blob,Wii,2008,Platform,THQ,0.96,82.0,8.6
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.96,71.0,7.9
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.96,81.0,8.4
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.96,88.0,8.5
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.96,70.0,6.9
ESPN NBA 2K5,XB,2004,Sports,Global Star,0.95,85.0,8.7
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.95,52.0,6.7
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.95,69.0,6.9
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.95,71.0,7.4
World Championship Poker,PS2,2004,Misc,Play It,0.95,60.0,7.7
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.95,63.0,7.6
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.95,87.0,8.6
Sonic Unleashed,X360,2008,Platform,Sega,0.95,60.0,7.8
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.95,71.0,8.6
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.95,74.0,7.3
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.95,78.0,4.1
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.95,79.0,6.9
Kessen,PS2,2000,Strategy,Electronic Arts,0.95,75.0,8.4
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.95,79.0,7.7
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.95,73.0,7.3
Lost Planet 2,PS3,2010,Shooter,Capcom,0.95,68.0,6.9
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.95,73.0,7.1
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.94,70.0,7.4
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.94,73.0,7.8
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.94,81.0,8.2
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.94,79.0,8.4
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.94,84.0,7.7
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.94,77.0,4.8
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.94,64.0,7.8
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.94,78.0,7.0
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.94,83.0,6.7
Brutal Legend,PS3,2009,Action,Electronic Arts,0.94,83.0,7.6
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.94,47.0,4.5
Bully,PS2,2006,Action,Take-Two Interactive,0.94,87.0,9.1
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.94,92.0,7.8
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.94,83.0,8.9
NHL 2003,PS2,2002,Sports,Electronic Arts,0.93,79.0,6.8
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.93,77.0,7.9
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.93,79.0,6.2
The Sims 2,DS,2005,Simulation,Electronic Arts,0.93,70.0,6.1
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.93,90.0,8.5
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.93,85.0,6.9
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.93,64.0,7.5
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.93,70.0,5.5
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.93,81.0,8.7
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.93,85.0,8.6
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.93,71.0,8.8
Bayonetta,X360,2009,Action,Sega,0.93,90.0,8.0
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.93,83.0,8.6
Cars,GC,2006,Racing,THQ,0.93,71.0,7.0
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.93,61.0,4.8
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.93,66.0,7.0
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.93,77.0,7.8
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.93,73.0,7.1
Wipeout: In The Zone,X360,2011,Misc,Activision,0.93,39.0,5.6
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.93,76.0,8.0
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.93,80.0,6.8
Assassin's Creed III,PC,2012,Action,Ubisoft,0.93,80.0,6.2
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.93,89.0,8.2
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.92,59.0,8.7
Disney Magical World,3DS,2013,Adventure,Nintendo,0.92,71.0,7.5
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.92,63.0,3.3
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.92,86.0,7.1
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.92,61.0,6.7
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.92,81.0,9.2
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.92,80.0,7.8
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.92,85.0,8.5
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.92,82.0,8.4
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.92,87.0,7.5
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.92,48.0,6.4
Dante's Inferno,X360,2010,Action,Electronic Arts,0.92,73.0,7.7
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.92,60.0,6.1
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.92,79.0,7.1
Sonic Riders,GC,2006,Racing,Sega,0.92,59.0,8.0
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.92,79.0,7.8
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.91,74.0,8.2
Kung Fu Panda,Wii,2008,Action,Activision,0.91,70.0,6.7
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.91,78.0,5.4
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.91,76.0,8.1
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.91,77.0,7.2
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.91,63.0,8.9
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.91,92.0,8.9
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.91,90.0,8.7
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.91,57.0,7.4
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.91,86.0,5.7
SSX,PS3,2012,Sports,Electronic Arts,0.91,81.0,6.8
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.91,56.0,8.1
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.91,75.0,7.9
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.91,76.0,6.5
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.9,80.0,7.6
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.9,78.0,8.3
Street Fighter V,PS4,2016,Fighting,Capcom,0.9,77.0,3.4
Just Cause 3,XOne,2015,Action,Square Enix,0.9,71.0,7.0
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.9,78.0,7.6
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.9,73.0,7.3
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.9,90.0,8.8
Crysis 3,X360,2013,Shooter,Electronic Arts,0.9,76.0,6.7
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.9,88.0,8.3
Homefront,PS3,2011,Shooter,THQ,0.9,70.0,5.7
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.9,70.0,7.0
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.9,71.0,5.7
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.9,70.0,8.1
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.9,74.0,7.4
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.9,74.0,5.2
Sonic Heroes,XB,2003,Platform,Sega,0.9,73.0,7.6
Spider-Man 3,PS2,2007,Platform,Activision,0.9,50.0,6.5
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.9,71.0,7.5
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.9,61.0,5.2
DJ Hero,PS3,2009,Misc,Activision,0.9,86.0,7.8
X-Men Legends,XB,2004,Role-Playing,Activision,0.9,82.0,8.5
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.9,85.0,7.6
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.9,68.0,6.6
Blitz: The League,PS2,2005,Sports,Unknown,0.89,76.0,8.0
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.89,91.0,8.5
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.89,67.0,6.3
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.89,83.0,6.2
FIFA Street,X360,2012,Sports,Electronic Arts,0.89,77.0,6.7
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.89,84.0,8.6
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.89,85.0,9.1
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.89,77.0,8.3
Finding Nemo,GC,2003,Action,THQ,0.89,62.0,5.5
Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.89,83.0,8.2
NFL 2K2,PS2,2001,Sports,Sega,0.89,85.0,7.5
Pure,PS3,2008,Racing,Disney Interactive Studios,0.89,83.0,7.8
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.89,81.0,8.1
Call of Duty: World at War,DS,2008,Shooter,Activision,0.89,75.0,7.8
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.89,80.0,7.3
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.89,80.0,8.4
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.89,70.0,7.1
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.89,70.0,7.9
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.89,79.0,4.1
Samba De Amigo,Wii,2008,Misc,Sega,0.88,68.0,8.1
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.88,71.0,7.5
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.88,86.0,4.2
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.88,78.0,8.1
F1 2010,X360,2010,Racing,Codemasters,0.88,84.0,7.5
Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.88,78.0,7.8
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.88,84.0,8.3
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.88,78.0,8.3
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.88,51.0,7.8
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.88,77.0,6.4
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.88,82.0,8.5
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.88,74.0,7.3
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.88,61.0,5.5
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.88,90.0,6.6
Rock Band 3,X360,2010,Misc,MTV Games,0.88,93.0,8.2
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.88,75.0,7.6
ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.88,86.0,8.1
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.88,82.0,7.8
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.87,88.0,8.8
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.87,76.0,6.8
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.87,48.0,6.6
F1 2009,Wii,2009,Racing,Codemasters,0.87,69.0,7.2
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.87,81.0,8.8
Sleeping Dogs,X360,2012,Action,Square Enix ,0.87,80.0,7.9
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.87,80.0,7.7
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.87,68.0,7.2
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.87,69.0,8.1
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.87,63.0,6.8
LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.87,73.0,6.9
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.87,69.0,7.3
GRID,X360,2008,Racing,Codemasters,0.87,87.0,7.9
DiRT,X360,2007,Racing,Codemasters,0.87,83.0,7.4
Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.87,85.0,8.1
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.87,88.0,9.0
Conflict: Desert Storm,XB,2002,Shooter,SCi,0.87,65.0,8.1
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.87,62.0,4.9
Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.87,76.0,8.3
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.87,92.0,8.3
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.87,55.0,8.2
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.87,77.0,6.3
Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.87,72.0,7.1
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.86,76.0,8.5
Guitar Hero Live,PS4,2015,Misc,Activision,0.86,80.0,6.2
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.86,76.0,8.5
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.86,81.0,8.3
Rocky,PS2,2002,Fighting,Rage Software,0.86,74.0,8.4
Ford Racing,PS,2001,Racing,Empire Interactive,0.86,53.0,5.8
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.86,72.0,6.5
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.86,76.0,7.9
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.86,72.0,9.1
2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.85,83.0,8.1
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.85,73.0,7.3
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.85,81.0,7.0
Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.85,88.0,8.9
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.85,81.0,7.6
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.85,71.0,7.2
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.85,82.0,8.2
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.85,83.0,7.7
Ratatouille,PS2,2007,Action,THQ,0.85,65.0,8.0
Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.85,86.0,8.2
Wii Fit U,WiiU,2013,Sports,Nintendo,0.85,72.0,7.7
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.85,64.0,7.9
The Legendary Starfy,DS,2008,Platform,Nintendo,0.85,75.0,8.4
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.85,85.0,7.4
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.85,78.0,8.7
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.85,74.0,7.0
Darksiders II,PS3,2012,Action,THQ,0.84,84.0,7.1
Spider-Man 2,GC,2004,Action,Activision,0.84,80.0,8.8
 Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.84,71.0,7.9
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.84,78.0,7.9
The Incredibles,GC,2004,Action,THQ,0.84,63.0,7.1
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.84,84.0,8.9
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.84,83.0,7.8
Skate 2,PS3,2009,Sports,Electronic Arts,0.84,84.0,7.8
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.84,62.0,5.3
Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.84,83.0,8.4
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.84,86.0,8.1
NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.84,77.0,6.2
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.84,51.0,4.9
Sniper Elite V2,X360,2012,Shooter,505 Games,0.84,67.0,6.8
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.84,89.0,9.0
Burnout Legends,PSP,2005,Racing,Electronic Arts,0.84,86.0,8.4
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.83,57.0,6.7
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.83,82.0,7.2
Dynasty Warriors 2,PS2,2000,Action,THQ,0.83,75.0,8.8
Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.83,60.0,7.4
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.83,49.0,4.4
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.83,57.0,5.0
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.83,82.0,5.8
Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.83,77.0,7.8
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.83,78.0,6.7
WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.83,79.0,8.5
Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.83,83.0,8.8
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.83,69.0,7.4
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.83,84.0,5.3
Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.83,84.0,7.8
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.83,75.0,7.6
Dragon Age II,PS3,2011,Action,Electronic Arts,0.83,82.0,4.3
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.82,70.0,1.8
James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.82,78.0,7.8
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.82,91.0,9.0
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.82,81.0,8.2
DJ Hero 2,X360,2010,Misc,Activision,0.82,86.0,7.9
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.82,65.0,8.2
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.82,83.0,8.0
Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.82,75.0,6.4
Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.82,78.0,9.0
Stranglehold,X360,2007,Shooter,Midway Games,0.82,77.0,7.6
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.82,90.0,8.9
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.82,74.0,8.8
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.81,86.0,8.0
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.81,78.0,8.7
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.81,73.0,6.1
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.81,86.0,7.2
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.81,66.0,8.7
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.81,81.0,8.8
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.81,86.0,8.7
Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.81,78.0,7.6
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.81,70.0,8.2
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.81,73.0,5.9
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.81,80.0,6.9
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.81,74.0,7.1
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.81,75.0,4.4
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.81,60.0,7.5
Yakuza,PS2,2005,Action,Sega,0.8,75.0,8.2
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.8,75.0,7.6
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.8,80.0,8.3
